Date,IBM
2013-09-27,119.501708984375
2013-09-30,118.38935089111328
2013-10-01,119.15652465820312
2013-10-02,118.24869537353516
2013-10-03,117.54544067382812
2013-10-04,117.69889068603516
2013-10-07,116.3626937866211
2013-10-08,114.25933074951172
2013-10-09,115.9215316772461
2013-10-10,118.12725067138672
2013-10-11,119.01586151123048
2013-10-14,119.53375244140624
2013-10-15,118.05691528320312
2013-10-16,119.38031005859376
2013-10-17,111.77236938476562
2013-10-18,111.10107421875
2013-10-21,110.51293182373048
2013-10-22,111.86187744140624
2013-10-23,112.3733139038086
2013-10-24,113.67115783691406
2013-10-25,113.06377410888672
2013-10-28,113.38349151611328
2013-10-29,116.4330062866211
2013-10-30,115.17356872558594
2013-10-31,114.5726089477539
2013-11-01,114.5854034423828
2013-11-04,115.2502670288086
2013-11-05,113.70314025878906
2013-11-06,115.17506408691406
2013-11-07,115.6956558227539
2013-11-08,115.68922424316406
2013-11-11,117.5467529296875
2013-11-12,117.66893005371094
2013-11-13,117.97744750976562
2013-11-14,117.11614990234376
2013-11-15,117.74608612060548
2013-11-18,118.56877136230467
2013-11-19,119.07009887695312
2013-11-20,119.0315933227539
2013-11-21,118.35021209716795
2013-11-22,116.53123474121094
2013-11-25,115.01432037353516
2013-11-26,113.9666519165039
2013-11-27,115.03361511230467
2013-11-29,115.489990234375
2013-12-02,114.07588958740234
2013-12-03,113.17607879638672
2013-12-04,112.95751190185548
2013-12-05,113.17607879638672
2013-12-06,114.19805145263672
2013-12-09,114.06307983398438
2013-12-10,113.84453582763672
2013-12-11,112.61041259765624
2013-12-12,111.4342041015625
2013-12-13,111.0678253173828
2013-12-16,114.3137664794922
2013-12-17,112.97039794921876
2013-12-18,114.860107421875
2013-12-19,115.83704376220705
2013-12-20,115.70850372314452
2013-12-23,117.12897491455078
2013-12-24,117.76531219482422
2013-12-26,119.13435363769533
2013-12-27,118.96084594726562
2013-12-30,119.81572723388672
2013-12-31,120.56130981445312
2014-01-02,119.2501220703125
2014-01-03,119.9635772705078
2014-01-06,119.55218505859376
2014-01-07,121.93679809570312
2014-01-08,120.81838989257812
2014-01-09,120.43919372558594
2014-01-10,120.36202239990234
2014-01-13,118.36949157714844
2014-01-14,119.5007553100586
2014-01-15,120.67056274414062
2014-01-16,121.32620239257812
2014-01-17,122.18104553222656
2014-01-21,121.1140365600586
2014-01-22,117.14183807373048
2014-01-23,117.45035552978516
2014-01-24,115.46428680419922
2014-01-27,114.34587097167967
2014-01-28,113.67096710205078
2014-01-29,113.38175964355467
2014-01-30,113.99876403808594
2014-01-31,113.56172943115234
2014-02-03,111.1321258544922
2014-02-04,111.0935287475586
2014-02-05,111.99341583251952
2014-02-06,112.88524627685548
2014-02-07,114.5526885986328
2014-02-10,114.4815673828125
2014-02-11,116.1360321044922
2014-02-12,116.4850082397461
2014-02-13,117.51903533935548
2014-02-14,118.7146987915039
2014-02-18,118.39159393310548
2014-02-19,118.23646545410156
2014-02-20,119.0830535888672
2014-02-21,118.13304901123048
2014-02-24,118.55955505371094
2014-02-25,118.41738891601562
2014-02-26,118.9538116455078
2014-02-27,119.73577117919922
2014-02-28,119.671142578125
2014-03-03,119.0830535888672
2014-03-04,120.491943359375
2014-03-05,120.9443130493164
2014-03-06,121.26749420166016
2014-03-07,121.29331970214844
2014-03-10,120.4596710205078
2014-03-11,120.69873809814452
2014-03-12,120.34973907470705
2014-03-13,118.8503875732422
2014-03-14,117.7582015991211
2014-03-17,120.08480834960938
2014-03-18,120.7310791015625
2014-03-19,119.3739242553711
2014-03-20,121.43549346923828
2014-03-21,120.640625
2014-03-24,121.66167449951172
2014-03-25,126.04991912841795
2014-03-26,124.48594665527344
2014-03-27,122.68280029296876
2014-03-28,123.08352661132812
2014-03-31,124.40190887451172
2014-04-01,125.7009506225586
2014-04-02,125.08697509765624
2014-04-03,124.53115844726562
2014-04-04,123.93660736083984
2014-04-07,125.7138671875
2014-04-08,124.91896057128906
2014-04-09,127.0840072631836
2014-04-10,126.46355438232422
2014-04-11,126.1468734741211
2014-04-14,127.8142547607422
2014-04-15,127.32955169677734
2014-04-16,126.92887878417967
2014-04-17,122.79917907714844
2014-04-21,124.259765625
2014-04-22,124.18222045898438
2014-04-23,123.91072845458984
2014-04-24,122.93482971191406
2014-04-25,122.5535888671875
2014-04-28,124.82200622558594
2014-04-29,126.09513092041016
2014-04-30,126.97406768798828
2014-05-01,125.07404327392578
2014-05-02,123.72328186035156
2014-05-05,123.60700225830078
2014-05-06,122.81206512451172
2014-05-07,123.05260467529295
2014-05-08,122.79905700683594
2014-05-09,123.55962371826172
2014-05-12,125.17825317382812
2014-05-13,124.93122863769533
2014-05-14,122.6755828857422
2014-05-15,121.20647430419922
2014-05-16,121.59652709960938
2014-05-19,121.5574951171875
2014-05-20,120.18592071533205
2014-05-21,121.16100311279295
2014-05-22,120.69947052001952
2014-05-23,120.86846923828124
2014-05-27,120.1144027709961
2014-05-28,119.00933837890624
2014-05-29,119.45136260986328
2014-05-30,119.84143829345705
2014-06-02,120.70594787597656
2014-06-03,119.84789276123048
2014-06-04,119.93890380859376
2014-06-05,120.89447784423828
2014-06-06,121.14794921875
2014-06-09,121.05045318603516
2014-06-10,119.79590606689452
2014-06-11,118.46983337402344
2014-06-12,117.80028533935548
2014-06-13,118.67131805419922
2014-06-16,118.53482055664062
2014-06-17,118.47631072998048
2014-06-18,119.3473663330078
2014-06-19,118.84033966064452
2014-06-20,118.0147933959961
2014-06-23,118.3983154296875
2014-06-24,117.57929229736328
2014-06-25,117.4752197265625
2014-06-26,117.24774932861328
2014-06-27,118.11878967285156
2014-06-30,117.83275604248048
2014-07-01,121.13497161865234
2014-07-02,122.46106719970705
2014-07-03,122.55203247070312
2014-07-07,122.23353576660156
2014-07-08,121.70052337646484
2014-07-09,122.48055267333984
2014-07-10,122.0125503540039
2014-07-11,122.20757293701172
2014-07-14,123.41659545898438
2014-07-15,122.52601623535156
2014-07-16,125.04170989990234
2014-07-17,125.1262435913086
2014-07-18,125.1327133178711
2014-07-21,124.0601806640625
2014-07-22,126.1662826538086
2014-07-23,125.86724090576172
2014-07-24,126.9138412475586
2014-07-25,126.36776733398438
2014-07-28,127.26488494873048
2014-07-29,126.47830963134766
2014-07-30,126.1078109741211
2014-07-31,124.5932159423828
2014-08-01,122.9551239013672
2014-08-04,123.27362060546876
2014-08-05,121.62250518798828
2014-08-06,121.60294342041016
2014-08-07,120.51089477539062
2014-08-08,122.03450012207033
2014-08-11,122.58370208740234
2014-08-12,122.49872589111328
2014-08-13,122.89759063720705
2014-08-14,122.85184478759766
2014-08-15,122.52484893798828
2014-08-18,123.81957244873048
2014-08-19,124.28382110595705
2014-08-20,124.30345916748048
2014-08-21,125.04229736328124
2014-08-22,124.5061492919922
2014-08-25,124.99652862548828
2014-08-26,126.19314575195312
2014-08-27,125.70928192138672
2014-08-28,125.54581451416016
2014-08-29,125.74201202392578
2014-09-02,125.258056640625
2014-09-03,125.5131378173828
2014-09-04,124.68270874023438
2014-09-05,125.02266693115234
2014-09-08,124.32955932617188
2014-09-09,124.23150634765624
2014-09-10,125.24503326416016
2014-09-11,125.36273956298828
2014-09-12,125.07501220703124
2014-09-15,125.42162322998048
2014-09-16,126.17354583740234
2014-09-17,126.06895446777344
2014-09-18,126.69011688232422
2014-09-19,126.85362243652344
2014-09-22,126.2716293334961
2014-09-23,125.2973403930664
2014-09-24,125.74852752685548
2014-09-25,123.59070587158205
2014-09-26,124.2772445678711
2014-09-29,124.0026626586914
2014-09-30,124.12691497802734
2014-10-01,122.3875503540039
2014-10-02,122.21754455566406
2014-10-03,123.36837005615234
2014-10-06,123.61032104492188
2014-10-07,121.4328842163086
2014-10-08,123.81957244873048
2014-10-09,121.89714050292967
2014-10-10,121.5767593383789
2014-10-13,120.00088500976562
2014-10-14,120.18397521972656
2014-10-15,118.84352111816406
2014-10-16,117.59461975097656
2014-10-17,119.03965759277344
2014-10-20,110.57186126708984
2014-10-21,106.73357391357422
2014-10-22,105.7919692993164
2014-10-23,106.04696655273438
2014-10-24,105.98160552978516
2014-10-27,105.84429168701172
2014-10-28,106.9754867553711
2014-10-29,106.88391876220705
2014-10-30,107.46593475341795
2014-10-31,107.49861145019533
2014-11-03,107.4724578857422
2014-11-04,106.35431671142578
2014-11-05,105.81157684326172
2014-11-06,106.29874420166016
2014-11-07,106.70037078857422
2014-11-10,107.63525390625
2014-11-11,107.51014709472656
2014-11-12,106.6016082763672
2014-11-13,107.17443084716795
2014-11-14,108.07630920410156
2014-11-17,108.07630920410156
2014-11-18,106.5818862915039
2014-11-19,106.2790298461914
2014-11-20,105.7589111328125
2014-11-21,105.94326782226562
2014-11-24,106.75306701660156
2014-11-25,106.49629974365234
2014-11-26,106.6213836669922
2014-11-28,106.76619720458984
2014-12-01,106.3514404296875
2014-12-02,107.09538269042967
2014-12-03,108.31334686279295
2014-12-04,108.00392150878906
2014-12-05,107.49040222167967
2014-12-08,106.56209564208984
2014-12-09,107.30606079101562
2014-12-10,105.6733169555664
2014-12-11,106.04203033447266
2014-12-12,102.29595184326172
2014-12-15,100.76856994628906
2014-12-16,99.68224334716795
2014-12-17,100.0246124267578
2014-12-18,103.81016540527344
2014-12-19,104.35659790039062
2014-12-22,106.28561401367188
2014-12-23,106.81231689453124
2014-12-24,106.53577423095705
2014-12-26,106.87811279296876
2014-12-29,105.6733169555664
2014-12-30,105.37046813964844
2014-12-31,105.62723541259766
2015-01-02,106.69377899169922
2015-01-05,105.01497650146484
2015-01-06,102.75019073486328
2015-01-07,102.07867431640624
2015-01-08,104.29736328125
2015-01-09,104.75163269042967
2015-01-12,102.9937973022461
2015-01-13,103.23738098144533
2015-01-14,102.57244873046876
2015-01-15,101.76265716552734
2015-01-16,103.45464324951172
2015-01-20,103.32958984375
2015-01-21,100.12994384765624
2015-01-22,102.3025360107422
2015-01-23,102.61854553222656
2015-01-26,102.94114685058594
2015-01-27,101.17013549804688
2015-01-28,99.7744369506836
2015-01-29,102.3617706298828
2015-01-30,100.9331512451172
2015-02-02,101.8219223022461
2015-02-03,104.33029174804688
2015-02-04,103.3361587524414
2015-02-05,103.96160888671876
2015-02-06,103.90193176269533
2015-02-09,103.25881958007812
2015-02-10,105.12181854248048
2015-02-11,104.88311767578124
2015-02-12,105.09524536132812
2015-02-13,106.3416519165039
2015-02-17,106.71295166015624
2015-02-18,107.52841186523438
2015-02-19,108.6554946899414
2015-02-20,108.49637603759766
2015-02-23,108.0057373046875
2015-02-24,109.27869415283205
2015-02-25,107.93946075439452
2015-02-26,106.65328979492188
2015-02-27,107.3626937866211
2015-03-02,106.39472198486328
2015-03-03,106.75936889648438
2015-03-04,105.69197082519533
2015-03-05,106.85880279541016
2015-03-06,105.08202362060548
2015-03-09,106.58702850341795
2015-03-10,104.62454986572266
2015-03-11,103.95498657226562
2015-03-12,104.73729705810548
2015-03-13,102.28425598144533
2015-03-16,104.1406021118164
2015-03-17,104.06104278564452
2015-03-18,105.95051574707033
2015-03-19,105.95051574707033
2015-03-20,107.98585510253906
2015-03-23,109.14606475830078
2015-03-24,108.06539916992188
2015-03-25,105.54610443115234
2015-03-26,106.46764373779295
2015-03-27,106.3416519165039
2015-03-30,107.84661865234376
2015-03-31,106.4080047607422
2015-04-01,105.53285217285156
2015-04-02,106.37483215332033
2015-04-06,107.42898559570312
2015-04-07,107.4488754272461
2015-04-08,107.30300903320312
2015-04-09,107.62785339355467
2015-04-10,107.97262573242188
2015-04-13,107.65437316894533
2015-04-14,107.60134887695312
2015-04-15,108.81458282470705
2015-04-16,108.15161895751952
2015-04-17,106.52069091796876
2015-04-20,110.1604461669922
2015-04-21,108.90079498291016
2015-04-22,109.63004302978516
2015-04-23,112.8653564453125
2015-04-24,112.56040954589844
2015-04-27,113.19023895263672
2015-04-28,115.3051528930664
2015-04-29,115.6233901977539
2015-04-30,113.5615005493164
2015-05-01,115.13938903808594
2015-05-04,115.33828735351562
2015-05-05,114.7482681274414
2015-05-06,113.59264373779295
2015-05-07,114.22053527832033
2015-05-08,115.3494110107422
2015-05-11,114.30738067626952
2015-05-12,113.92658996582033
2015-05-13,115.08223724365234
2015-05-14,116.2646026611328
2015-05-15,115.7368621826172
2015-05-18,115.60327911376952
2015-05-19,115.88385772705078
2015-05-20,116.0708465576172
2015-05-21,115.79029083251952
2015-05-22,115.04212188720705
2015-05-26,113.64607238769533
2015-05-27,114.89519500732422
2015-05-28,114.7014617919922
2015-05-29,113.32540893554688
2015-06-01,113.67945861816406
2015-06-02,113.32540893554688
2015-06-03,113.50574493408205
2015-06-04,112.4770736694336
2015-06-05,111.82241821289062
2015-06-08,110.44636535644533
2015-06-09,110.67346954345705
2015-06-10,112.8377914428711
2015-06-11,112.74427795410156
2015-06-12,111.54855346679688
2015-06-15,111.06092071533205
2015-06-16,111.44835662841795
2015-06-17,111.66877746582033
2015-06-18,112.39021301269533
2015-06-19,111.54855346679688
2015-06-22,112.04288482666016
2015-06-23,112.63739013671876
2015-06-24,111.5351791381836
2015-06-25,110.94066619873048
2015-06-26,110.52653503417967
2015-06-29,108.86319732666016
2015-06-30,108.6561279296875
2015-07-01,109.8785400390625
2015-07-02,110.27935028076172
2015-07-06,110.03887939453124
2015-07-07,110.21922302246094
2015-07-08,108.99015045166016
2015-07-09,109.45104217529295
2015-07-10,111.52182006835938
2015-07-13,113.1450653076172
2015-07-14,112.63066864013672
2015-07-15,112.57725524902344
2015-07-16,114.22721862792967
2015-07-17,115.23590087890624
2015-07-20,115.71017456054688
2015-07-21,108.93001556396484
2015-07-22,107.11307525634766
2015-07-23,108.0348892211914
2015-07-24,106.71224975585938
2015-07-27,106.25801849365234
2015-07-28,106.91265869140624
2015-07-29,107.6073760986328
2015-07-30,107.52053833007812
2015-07-31,108.20856475830078
2015-08-03,106.0175552368164
2015-08-04,105.27606964111328
2015-08-05,105.47648620605467
2015-08-06,105.28787231445312
2015-08-07,104.47962188720705
2015-08-10,105.5775146484375
2015-08-11,104.74231719970705
2015-08-12,105.18011474609376
2015-08-13,104.44596862792967
2015-08-14,104.90394592285156
2015-08-17,105.28117370605467
2015-08-18,105.0791015625
2015-08-19,103.68484497070312
2015-08-20,102.8227081298828
2015-08-21,100.25651550292967
2015-08-24,96.63289642333984
2015-08-25,94.94232177734376
2015-08-26,98.80841064453124
2015-08-27,100.0477294921875
2015-08-28,99.67057037353516
2015-08-31,99.60993194580078
2015-09-01,96.10075378417967
2015-09-02,97.6970672607422
2015-09-03,98.86231231689452
2015-09-04,96.7877960205078
2015-09-08,99.1654052734375
2015-09-09,97.6970672607422
2015-09-10,98.4716339111328
2015-09-11,99.25968170166016
2015-09-14,98.10121154785156
2015-09-15,99.36746978759766
2015-09-16,99.9601821899414
2015-09-17,99.7782974243164
2015-09-18,97.33338928222656
2015-09-21,98.66024017333984
2015-09-22,97.27947998046876
2015-09-23,96.7608642578125
2015-09-24,97.26600646972656
2015-09-25,97.9462890625
2015-09-28,95.99304962158205
2015-09-29,95.95934295654295
2015-09-30,97.6432113647461
2015-10-01,96.71371459960938
2015-10-02,97.38053131103516
2015-10-05,100.38448333740234
2015-10-06,100.20938873291016
2015-10-07,101.09171295166016
2015-10-08,102.5667953491211
2015-10-09,102.640869140625
2015-10-12,101.79891204833984
2015-10-13,100.77516174316406
2015-10-14,101.03785705566406
2015-10-15,101.09171295166016
2015-10-16,101.2938003540039
2015-10-19,100.5057373046875
2015-10-20,94.72675323486328
2015-10-21,94.91534423828124
2015-10-22,97.05047607421876
2015-10-23,97.44788360595705
2015-10-26,96.7608642578125
2015-10-27,92.85432434082033
2015-10-28,94.85472106933594
2015-10-29,94.66612243652344
2015-10-30,94.34957122802734
2015-11-02,94.54492950439452
2015-11-03,95.56194305419922
2015-11-04,95.39358520507812
2015-11-05,94.22161865234376
2015-11-06,93.99044799804688
2015-11-09,91.9916763305664
2015-11-10,92.10043334960938
2015-11-11,91.79450225830078
2015-11-12,90.44839477539062
2015-11-13,89.57137298583984
2015-11-16,90.9039077758789
2015-11-17,90.97867584228516
2015-11-18,92.33837890625
2015-11-19,92.9638900756836
2015-11-20,94.16040802001952
2015-11-23,94.13323211669922
2015-11-24,94.22838592529295
2015-11-25,93.82049560546876
2015-11-27,94.13323211669922
2015-11-30,94.7858657836914
2015-12-01,96.05043029785156
2015-12-02,94.97626495361328
2015-12-03,94.44596099853516
2015-12-04,95.47256469726562
2015-12-07,94.87425994873048
2015-12-08,93.85450744628906
2015-12-09,92.87550354003906
2015-12-10,92.99105834960938
2015-12-11,91.48857879638672
2015-12-14,92.41316986083984
2015-12-15,93.67772674560548
2015-12-16,94.69751739501952
2015-12-17,92.9706802368164
2015-12-18,91.7129364013672
2015-12-21,92.1208267211914
2015-12-22,93.77288055419922
2015-12-23,94.18761444091795
2015-12-24,93.99044799804688
2015-12-28,93.55533599853516
2015-12-29,95.03060150146484
2015-12-30,94.7314910888672
2015-12-31,93.56214141845705
2016-01-04,92.4267807006836
2016-01-05,92.3587875366211
2016-01-06,91.89649200439452
2016-01-07,90.32601165771484
2016-01-08,89.48980712890625
2016-01-11,90.57755279541016
2016-01-12,90.35320281982422
2016-01-13,89.17705535888672
2016-01-14,90.36003112792967
2016-01-15,88.40202331542969
2016-01-19,87.09669494628906
2016-01-20,82.84757995605469
2016-01-21,83.56143188476562
2016-01-22,83.28268432617188
2016-01-25,82.99713897705078
2016-01-26,83.34387969970703
2016-01-27,82.23571014404297
2016-01-28,83.09230041503906
2016-01-29,84.83955383300781
2016-02-01,84.86676788330078
2016-02-02,83.58181762695312
2016-02-03,84.7919692993164
2016-02-04,86.78394317626953
2016-02-05,87.40943908691406
2016-02-08,87.21025848388672
2016-02-09,85.2116470336914
2016-02-10,82.54685974121094
2016-02-11,80.93973541259766
2016-02-12,83.13063049316406
2016-02-16,84.29821014404297
2016-02-17,86.60588836669922
2016-02-18,90.967041015625
2016-02-19,91.39973449707033
2016-02-22,91.87362670898438
2016-02-23,90.93272399902344
2016-02-24,91.20744323730467
2016-02-25,92.37499237060548
2016-02-26,90.6785888671875
2016-02-29,89.9917984008789
2016-03-01,92.28573608398438
2016-03-02,93.61125946044922
2016-03-03,94.64146423339844
2016-03-04,94.64146423339844
2016-03-07,96.25543212890624
2016-03-08,95.5136947631836
2016-03-09,96.4340362548828
2016-03-10,96.28289794921876
2016-03-11,97.77328491210938
2016-03-14,98.06173706054688
2016-03-15,98.18536376953124
2016-03-16,99.44219207763672
2016-03-17,100.98751831054688
2016-03-18,101.02184295654295
2016-03-21,102.07952117919922
2016-03-22,101.71554565429688
2016-03-23,99.86116790771484
2016-03-24,101.6125030517578
2016-03-28,101.92157745361328
2016-03-29,102.56027221679688
2016-03-30,101.92843627929688
2016-03-31,104.0163116455078
2016-04-01,104.7511978149414
2016-04-04,104.44214630126952
2016-04-05,103.0204620361328
2016-04-06,103.03421020507812
2016-04-07,101.8185806274414
2016-04-08,102.57403564453124
2016-04-11,102.50537109375
2016-04-12,102.76632690429688
2016-04-13,103.86522674560548
2016-04-14,103.817138671875
2016-04-15,104.2017822265625
2016-04-18,104.75806427001952
2016-04-19,98.8996353149414
2016-04-20,100.3487777709961
2016-04-21,102.53968811035156
2016-04-22,101.99024963378906
2016-04-25,102.20315551757812
2016-04-26,102.3886260986328
2016-04-27,103.3432388305664
2016-04-28,101.00814819335938
2016-04-29,100.2320327758789
2016-05-02,99.7718734741211
2016-05-03,98.9889144897461
2016-05-04,99.07134246826172
2016-05-05,100.59603118896484
2016-05-06,102.1354751586914
2016-05-09,102.17015075683594
2016-05-10,103.99383544921876
2016-05-11,103.28654479980467
2016-05-12,103.21028137207033
2016-05-13,102.4336166381836
2016-05-16,103.64022064208984
2016-05-17,102.62779998779295
2016-05-18,102.17015075683594
2016-05-19,100.49894714355467
2016-05-20,102.10771942138672
2016-05-23,101.77487182617188
2016-05-24,102.8427505493164
2016-05-25,105.1865463256836
2016-05-26,105.70663452148438
2016-05-27,105.98397827148438
2016-05-31,106.60809326171876
2016-06-01,105.75515747070312
2016-06-02,106.441650390625
2016-06-03,106.01869201660156
2016-06-06,105.90772247314452
2016-06-07,106.3237762451172
2016-06-08,106.78836822509766
2016-06-09,106.38619232177734
2016-06-10,105.65808868408205
2016-06-13,104.90223693847656
2016-06-14,104.74967193603516
2016-06-15,104.48619842529295
2016-06-16,104.74967193603516
2016-06-17,105.39459228515624
2016-06-20,106.51790618896484
2016-06-21,106.82305908203124
2016-06-22,106.03948211669922
2016-06-23,107.72451782226562
2016-06-24,101.65005493164062
2016-06-27,99.50735473632812
2016-06-28,101.03288269042967
2016-06-29,102.94676208496094
2016-06-30,105.24898529052734
2016-07-01,105.64422607421876
2016-07-05,105.17962646484376
2016-07-06,105.65808868408205
2016-07-07,105.8175811767578
2016-07-08,107.10733795166016
2016-07-11,107.7106475830078
2016-07-12,108.89641571044922
2016-07-13,109.57595825195312
2016-07-14,111.14314270019533
2016-07-15,110.79642486572266
2016-07-18,110.85189819335938
2016-07-19,110.6576919555664
2016-07-20,111.89202880859376
2016-07-21,111.26099395751952
2016-07-22,112.38436889648438
2016-07-25,112.78656005859376
2016-07-26,112.41901397705078
2016-07-27,112.21797943115234
2016-07-28,111.89895629882812
2016-07-29,111.37889862060548
2016-08-01,111.95443725585938
2016-08-02,111.35116577148438
2016-08-03,111.41355895996094
2016-08-04,112.02378845214844
2016-08-05,113.37594604492188
2016-08-08,113.3340301513672
2016-08-09,113.14517211914062
2016-08-10,113.36195373535156
2016-08-11,114.37614440917967
2016-08-12,113.27105712890624
2016-08-15,113.2221221923828
2016-08-16,112.39678192138672
2016-08-17,112.21492004394533
2016-08-18,112.85838317871094
2016-08-19,111.9351577758789
2016-08-22,111.90721893310548
2016-08-23,112.08903503417967
2016-08-24,111.2427215576172
2016-08-25,110.9489974975586
2016-08-26,110.73218536376952
2016-08-29,111.71134185791016
2016-08-30,111.4875259399414
2016-08-31,111.12385559082033
2016-09-01,111.58543395996094
2016-09-02,111.59245300292967
2016-09-06,112.15198516845705
2016-09-07,113.05422973632812
2016-09-08,111.207763671875
2016-09-09,108.8927001953125
2016-09-12,110.71118927001952
2016-09-13,108.97662353515624
2016-09-14,107.74563598632812
2016-09-15,108.87171936035156
