Date,AAPL
2013-09-27,15.067487716674805
2013-09-30,14.880209922790527
2013-10-01,15.230097770690918
2013-10-02,15.28003215789795
2013-10-03,15.088078498840332
2013-10-04,15.076224327087402
2013-10-07,15.223536491394045
2013-10-08,15.010990142822266
2013-10-09,15.187333106994627
2013-10-10,15.2825288772583
2013-10-11,15.381467819213867
2013-10-14,15.48228359222412
2013-10-15,15.56468677520752
2013-10-16,15.64052963256836
2013-10-17,15.746337890625
2013-10-18,15.883352279663086
2013-10-21,16.27256965637207
2013-10-22,16.22606658935547
2013-10-23,16.384929656982422
2013-10-24,16.601850509643555
2013-10-25,16.41614532470703
2013-10-28,16.53849220275879
2013-10-29,16.126493453979492
2013-10-30,16.383058547973633
2013-10-31,16.314393997192383
2013-11-01,16.231060028076172
2013-11-04,16.440797805786133
2013-11-05,16.40022850036621
2013-11-06,16.353757858276367
2013-11-07,16.0891056060791
2013-11-08,16.34246063232422
2013-11-11,16.295055389404297
2013-11-12,16.3251953125
2013-11-13,16.34465789794922
2013-11-14,16.581052780151367
2013-11-15,16.481534957885742
2013-11-18,16.2818660736084
2013-11-19,16.310754776000977
2013-11-20,16.167911529541016
2013-11-21,16.36066436767578
2013-11-22,16.318599700927734
2013-11-25,16.442298889160156
2013-11-26,16.745555877685547
2013-11-27,17.139867782592773
2013-11-29,17.45726203918457
2013-12-02,17.305315017700195
2013-12-03,17.7790470123291
2013-12-04,17.73760986328125
2013-12-05,17.828649520874023
2013-12-06,17.581270217895508
2013-12-09,17.78249740600586
2013-12-10,17.75487518310547
2013-12-11,17.623329162597656
2013-12-12,17.59758758544922
2013-12-13,17.405776977539062
2013-12-16,17.502153396606445
2013-12-17,17.423357009887695
2013-12-18,17.290874481201172
2013-12-19,17.092777252197266
2013-12-20,17.235937118530273
2013-12-23,17.89740753173828
2013-12-24,17.821430206298828
2013-12-26,17.703075408935547
2013-12-27,17.583463668823242
2013-12-30,17.408599853515625
2013-12-31,17.612659454345703
2014-01-02,17.364967346191406
2014-01-03,16.983524322509766
2014-01-06,17.076135635375977
2014-01-07,16.95401954650879
2014-01-08,17.06138038635254
2014-01-09,16.843509674072266
2014-01-10,16.73111915588379
2014-01-13,16.818706512451172
2014-01-14,17.153369903564453
2014-01-15,17.497753143310547
2014-01-16,17.400123596191406
2014-01-17,16.973793029785156
2014-01-21,17.23750114440918
2014-01-22,17.31410789489746
2014-01-23,17.460710525512695
2014-01-24,17.143320083618164
2014-01-27,17.282394409179688
2014-01-28,15.90106201171875
2014-01-29,15.72054672241211
2014-01-30,15.690093994140623
2014-01-31,15.715834617614746
2014-02-03,15.74502944946289
2014-02-04,15.972955703735352
2014-02-05,16.092248916625977
2014-02-06,16.186046600341797
2014-02-07,16.412487030029297
2014-02-10,16.706520080566406
2014-02-11,16.92664337158203
2014-02-12,16.925384521484375
2014-02-13,17.19414710998535
2014-02-14,17.180240631103516
2014-02-18,17.243412017822266
2014-02-19,16.971174240112305
2014-02-20,16.774730682373047
2014-02-21,16.588401794433594
2014-02-24,16.661046981811523
2014-02-25,16.487655639648438
2014-02-26,16.33890724182129
2014-02-27,16.664831161499023
2014-02-28,16.619667053222656
2014-03-03,16.66766929626465
2014-03-04,16.777576446533203
2014-03-05,16.812946319580078
2014-03-06,16.762102127075195
2014-03-07,16.7523136138916
2014-03-10,16.76747703552246
2014-03-11,16.930747985839844
2014-03-12,16.94717025756836
2014-03-13,16.758949279785156
2014-03-14,16.570714950561523
2014-03-17,16.635459899902344
2014-03-18,16.782629013061523
2014-03-19,16.77820587158203
2014-03-20,16.697362899780273
2014-03-21,16.82905387878418
2014-03-24,17.02865219116211
2014-03-25,17.211828231811523
2014-03-26,17.047285079956055
2014-03-27,16.974023818969727
2014-03-28,16.95506477355957
2014-03-31,16.95127296447754
2014-04-01,17.106351852416992
2014-04-02,17.134767532348633
2014-04-03,17.016019821166992
2014-04-04,16.795894622802734
2014-04-07,16.53218650817871
2014-04-08,16.531238555908203
2014-04-09,16.74852180480957
2014-04-10,16.532501220703125
2014-04-11,16.41028594970703
2014-04-14,16.47565460205078
2014-04-15,16.358171463012695
2014-04-16,16.39133071899414
2014-04-17,16.578609466552734
2014-04-21,16.775365829467773
2014-04-22,16.792102813720703
2014-04-23,16.572607040405273
2014-04-24,17.93126678466797
2014-04-25,18.062969207763672
2014-04-28,18.762500762939453
2014-04-29,18.70692253112793
2014-04-30,18.636171340942383
2014-05-01,18.680072784423828
2014-05-02,18.71480941772461
2014-05-05,18.97946548461914
2014-05-06,18.77260971069336
2014-05-07,18.70692253112793
2014-05-08,18.67357444763184
2014-05-09,18.59576988220215
2014-05-12,18.82728576660156
2014-05-13,18.85681533813477
2014-05-14,18.86030578613281
2014-05-15,18.699926376342773
2014-05-16,18.97591209411621
2014-05-19,19.200761795043945
2014-05-20,19.204570770263672
2014-05-21,19.25538444519043
2014-05-22,19.285869598388672
2014-05-23,19.50372886657715
2014-05-27,19.868959426879883
2014-05-28,19.817506790161133
2014-05-29,20.1785945892334
2014-05-30,20.103015899658203
2014-06-02,19.96486473083496
2014-06-03,20.247190475463867
2014-06-04,20.478395462036133
2014-06-05,20.558744430541992
2014-06-06,20.502216339111328
2014-06-09,20.83027458190918
2014-06-10,20.952543258666992
2014-06-11,20.8658447265625
2014-06-12,20.51681900024414
2014-06-13,20.29228973388672
2014-06-16,20.496810913085938
2014-06-17,20.470142364501957
2014-06-18,20.49236869812012
2014-06-19,20.42122840881348
2014-06-20,20.210033416748047
2014-06-23,20.19225692749023
2014-06-24,20.06998634338379
2014-06-25,20.087770462036133
2014-06-26,20.207813262939453
2014-06-27,20.44791030883789
2014-06-30,20.65909576416016
2014-07-01,20.79026222229004
2014-07-02,20.7813720703125
2014-07-03,20.90363883972168
2014-07-07,21.33490753173828
2014-07-08,21.197084426879883
2014-07-09,21.205978393554688
2014-07-10,21.128173828125
2014-07-11,21.168184280395508
2014-07-14,21.44161796569824
2014-07-15,21.190418243408203
2014-07-16,21.070371627807617
2014-07-17,20.69467163085937
2014-07-18,20.99256896972656
2014-07-21,20.88363075256348
2014-07-22,21.057039260864254
2014-07-23,21.60613250732422
2014-07-24,21.57056427001953
2014-07-25,21.71284294128418
2014-07-28,22.012958526611328
2014-07-29,21.87067985534668
2014-07-30,21.819551467895508
2014-07-31,21.252666473388672
2014-08-01,21.3704891204834
2014-08-04,21.250438690185547
2014-08-05,21.14595413208008
2014-08-06,21.110382080078125
2014-08-07,21.108152389526367
2014-08-08,21.166236877441406
2014-08-11,21.44551086425781
2014-08-12,21.44103240966797
2014-08-13,21.72477531433105
2014-08-14,21.782859802246097
2014-08-15,21.89010429382324
2014-08-18,22.153732299804688
2014-08-19,22.45980834960937
2014-08-20,22.46874237060547
2014-08-21,22.470977783203125
2014-08-22,22.63630485534668
2014-08-25,22.685453414916992
2014-08-26,22.54023742675781
2014-08-27,22.817272186279297
2014-08-28,22.844078063964844
2014-08-29,22.89993095397949
2014-09-02,23.078662872314453
2014-09-03,22.10457801818848
2014-09-04,21.92138290405273
2014-09-05,22.11127662658692
2014-09-08,21.974992752075195
2014-09-09,21.89233016967773
2014-09-10,22.5648136138916
2014-09-11,22.66087532043457
2014-09-12,22.712263107299805
2014-09-15,22.70555877685547
2014-09-16,22.53353309631348
2014-09-17,22.69439125061035
2014-09-18,22.74131393432617
2014-09-19,22.55587577819824
2014-09-22,22.578214645385746
2014-09-23,22.931209564208984
2014-09-24,22.73237037658692
2014-09-25,21.865528106689453
2014-09-26,22.508960723876957
2014-09-29,22.36597442626953
2014-09-30,22.508960723876957
2014-10-01,22.15819358825684
2014-10-02,22.319055557250977
2014-10-03,22.256500244140625
2014-10-06,22.256500244140625
2014-10-07,22.0621280670166
2014-10-08,22.52012634277344
2014-10-09,22.569276809692383
2014-10-10,22.504487991333008
2014-10-13,22.2989444732666
2014-10-14,22.0621280670166
2014-10-15,21.79179573059082
2014-10-16,21.505828857421875
2014-10-17,21.82084083557129
2014-10-20,22.28777885437012
2014-10-21,22.89323234558105
2014-10-22,23.009408950805664
2014-10-23,23.42048454284668
2014-10-24,23.50762176513672
2014-10-27,23.48304557800293
2014-10-28,23.847211837768555
2014-10-29,23.981260299682617
2014-10-30,23.90082359313965
2014-10-31,24.128711700439453
2014-11-03,24.44149208068848
2014-11-04,24.26275634765625
2014-11-05,24.320846557617188
2014-11-06,24.39039802551269
2014-11-07,24.459964752197266
2014-11-10,24.419572830200195
2014-11-11,24.61477851867676
2014-11-12,24.962570190429688
2014-11-13,25.31485748291016
2014-11-14,25.620023727416992
2014-11-17,25.5773868560791
2014-11-18,25.909473419189453
2014-11-19,25.729969024658203
2014-11-20,26.09795570373535
2014-11-21,26.13385963439941
2014-11-24,26.618520736694336
2014-11-25,26.387407302856445
2014-11-26,26.7015438079834
2014-11-28,26.68584251403809
2014-12-01,25.819721221923828
2014-12-02,25.720993041992188
2014-12-03,26.0126895904541
2014-12-04,25.91396141052246
2014-12-05,25.804014205932617
2014-12-08,25.22061920166016
2014-12-09,25.60656356811523
2014-12-10,25.119647979736328
2014-12-11,25.045604705810547
2014-12-12,24.62151527404785
2014-12-15,24.28493881225586
2014-12-16,23.952856063842773
2014-12-17,24.549711227416992
2014-12-18,25.27671813964844
2014-12-19,25.08150100708008
2014-12-22,25.34178352355957
2014-12-23,25.252031326293945
2014-12-24,25.133113861083984
2014-12-26,25.5773868560791
2014-12-29,25.559438705444336
2014-12-30,25.24754524230957
2014-12-31,24.76736831665039
2015-01-02,24.53176498413086
2015-01-05,23.840669631958008
2015-01-06,23.842906951904297
2015-01-07,24.1772403717041
2015-01-08,25.10618782043457
2015-01-09,25.133113861083984
2015-01-12,24.513811111450195
2015-01-13,24.731460571289062
2015-01-14,24.63722038269043
2015-01-15,23.96856689453125
2015-01-16,23.78232765197754
2015-01-20,24.394887924194336
2015-01-21,24.581127166748047
2015-01-22,25.22061920166016
2015-01-23,25.35076713562012
2015-01-26,25.377687454223636
2015-01-27,24.48913192749023
2015-01-28,25.873573303222656
2015-01-29,26.67911148071289
2015-01-30,26.28868103027344
2015-02-02,26.618520736694336
2015-02-03,26.62301254272461
2015-02-04,26.82719612121582
2015-02-05,27.01868057250977
2015-02-06,26.79115867614746
2015-02-09,26.9691219329834
2015-02-10,27.48723793029785
2015-02-11,28.131505966186523
2015-02-12,28.4874267578125
2015-02-13,28.62709617614746
2015-02-17,28.79604721069336
2015-02-18,28.99653434753418
2015-02-19,28.93570899963379
2015-02-20,29.1722412109375
2015-02-23,29.960681915283203
2015-02-24,29.77371025085449
2015-02-25,29.012306213378903
2015-02-26,29.37948989868164
2015-02-27,28.93796157836914
2015-03-02,29.079879760742188
2015-03-03,29.140703201293945
2015-03-04,28.95598793029785
2015-03-05,28.47616577148437
2015-03-06,28.51896858215332
2015-03-09,28.64061546325684
2015-03-10,28.04815673828125
2015-03-11,27.536794662475582
2015-03-12,28.034643173217773
2015-03-13,27.84091186523437
2015-03-16,28.14727020263672
2015-03-17,28.61808586120605
2015-03-18,28.94021987915039
2015-03-19,28.721710205078125
2015-03-20,28.36127471923828
2015-03-23,28.656381607055664
2015-03-24,28.53923988342285
2015-03-25,27.793601989746097
2015-03-26,27.98733329772949
2015-03-27,27.764314651489254
2015-03-30,28.4671573638916
2015-03-31,28.03013038635254
2015-04-01,27.989585876464844
2015-04-02,28.23062515258789
2015-04-06,28.687917709350582
2015-04-07,28.38605690002441
2015-04-08,28.293699264526367
2015-04-09,28.509952545166016
2015-04-10,28.631601333618164
2015-04-13,28.57528305053711
2015-04-14,28.451385498046875
2015-04-15,28.55951690673828
2015-04-16,28.422101974487305
2015-04-17,28.102218627929688
2015-04-20,28.744234085083008
2015-04-21,28.58879280090332
2015-04-22,28.9740047454834
2015-04-23,29.210548400878903
2015-04-24,29.347949981689453
2015-04-27,29.8818359375
2015-04-28,29.411027908325195
2015-04-29,28.978517532348636
2015-04-30,28.19232749938965
2015-05-01,29.0483455657959
2015-05-04,28.992033004760746
2015-05-05,28.338754653930664
2015-05-06,28.160789489746097
2015-05-07,28.3349723815918
2015-05-08,28.868820190429688
2015-05-11,28.574752807617188
2015-05-12,28.472959518432617
2015-05-13,28.50463104248047
2015-05-14,29.169675827026367
2015-05-15,29.128969192504883
2015-05-18,29.450183868408203
2015-05-19,29.423038482666016
2015-05-20,29.420774459838867
2015-05-21,29.72163391113281
2015-05-22,29.981773376464844
2015-05-26,29.32124710083008
2015-05-27,29.86866950988769
2015-05-28,29.80985641479492
2015-05-29,29.470537185668945
2015-06-01,29.52935791015625
2015-06-02,29.39816093444824
2015-06-03,29.434345245361328
2015-06-04,29.262426376342773
2015-06-05,29.101816177368164
2015-06-08,28.90954208374023
2015-06-09,28.823583602905277
2015-06-10,29.153852462768555
2015-06-11,29.08824920654297
2015-06-12,28.767030715942383
2015-06-15,28.710479736328125
2015-06-16,28.864301681518555
2015-06-17,28.796443939208984
2015-06-18,28.927635192871097
2015-06-19,28.638092041015625
2015-06-22,28.866559982299805
2015-06-23,28.735361099243164
2015-06-24,28.97966194152832
2015-06-25,28.84167861938477
2015-06-26,28.67202377319336
2015-06-29,28.16983795166016
2015-06-30,28.373422622680664
2015-07-01,28.638092041015625
2015-07-02,28.601896286010746
2015-07-06,28.502368927001957
2015-07-07,28.43223571777344
2015-07-08,27.726470947265625
2015-07-09,27.160947799682617
2015-07-10,27.887073516845703
2015-07-13,28.425460815429688
2015-07-14,28.414146423339844
2015-07-15,28.687854766845703
2015-07-16,29.07015037536621
2015-07-17,29.32124710083008
2015-07-20,29.875463485717773
2015-07-21,29.576860427856445
2015-07-22,28.325916290283203
2015-07-23,28.31234741210937
2015-07-24,28.163049697875977
2015-07-27,27.771711349487305
2015-07-28,27.90969657897949
2015-07-29,27.821475982666016
2015-07-30,27.681224822998047
2015-07-31,27.43918228149414
2015-08-03,26.79222679138184
2015-08-04,25.932626724243164
2015-08-05,26.10454559326172
2015-08-06,26.161359786987305
2015-08-07,26.249977111816406
2015-08-10,27.2043514251709
2015-08-11,25.78869247436523
2015-08-12,26.186351776123047
2015-08-13,26.1658992767334
2015-08-14,26.34995651245117
2015-08-17,26.622642517089844
2015-08-18,26.47266387939453
2015-08-19,26.13408470153809
2015-08-20,25.59781837463379
2015-08-21,24.03217887878418
2015-08-24,23.43228530883789
2015-08-25,23.573171615600582
2015-08-26,24.925212860107425
2015-08-27,25.659168243408203
2015-08-28,25.74324989318848
2015-08-31,25.622812271118164
2015-09-01,24.47755622863769
2015-09-02,25.527374267578125
2015-09-03,25.079734802246097
2015-09-04,24.82977104187012
2015-09-08,25.52056121826172
2015-09-09,25.02973747253418
2015-09-10,25.57964324951172
2015-09-11,25.952301025390625
2015-09-14,26.20225524902344
2015-09-15,26.422670364379883
2015-09-16,26.452211380004883
2015-09-17,25.886404037475582
2015-09-18,25.779600143432617
2015-09-21,26.179533004760746
2015-09-22,25.768238067626957
2015-09-23,25.977296829223636
2015-09-24,26.131813049316406
2015-09-25,26.06591796875
2015-09-28,25.550098419189453
2015-09-29,24.78205108642578
2015-09-30,25.063819885253903
2015-10-01,24.900209426879883
2015-10-02,25.08199691772461
2015-10-05,25.17289352416992
2015-10-06,25.29332160949707
2015-10-07,25.17289352416992
2015-10-08,24.882030487060547
2015-10-09,25.47738265991211
2015-10-12,25.35922241210937
2015-10-13,25.40239715576172
2015-10-14,25.043367385864254
2015-10-15,25.418306350708008
2015-10-16,25.231977462768555
2015-10-19,25.388765335083008
2015-10-20,25.85231590270996
2015-10-21,25.850053787231445
2015-10-22,26.245437622070312
2015-10-23,27.05893325805664
2015-10-26,26.19544219970703
2015-10-27,26.02955818176269
2015-10-28,27.10210227966309
2015-10-29,27.388410568237305
2015-10-30,27.154369354248047
2015-11-02,27.536117553710938
2015-11-03,27.851970672607425
2015-11-04,27.722442626953125
2015-11-05,27.59464836120605
2015-11-06,27.62659454345703
2015-11-09,27.5147762298584
2015-11-10,26.64759826660156
2015-11-11,26.496980667114254
2015-11-12,26.407983779907227
2015-11-13,25.636642456054688
2015-11-16,26.056543350219727
2015-11-17,25.94472312927246
2015-11-18,26.766258239746097
2015-11-19,27.106290817260746
2015-11-20,27.22495651245117
2015-11-23,26.871238708496097
2015-11-24,27.12910842895508
2015-11-25,26.935142517089844
2015-11-27,26.884929656982425
2015-11-30,26.996749877929688
2015-12-01,26.77766990661621
2015-12-02,26.53577423095703
2015-12-03,26.2893180847168
2015-12-04,27.1633358001709
2015-12-07,26.9921875
2015-12-08,26.98077774047852
2015-12-09,26.385162353515625
2015-12-10,26.51067352294922
2015-12-11,25.82833480834961
2015-12-14,25.668596267700195
2015-12-15,25.214466094970703
2015-12-16,25.408435821533203
2015-12-17,24.869873046875
2015-12-18,24.19665908813477
2015-12-21,24.49333381652832
2015-12-22,24.470516204833984
2015-12-23,24.785436630249023
2015-12-24,24.653078079223636
2015-12-28,24.376951217651367
2015-12-29,24.815105438232425
2015-12-30,24.491046905517575
2015-12-31,24.020946502685547
2016-01-04,24.04148292541504
2016-01-05,23.43902587890625
2016-01-06,22.980329513549805
2016-01-07,22.01045036315918
2016-01-08,22.12683868408203
2016-01-11,22.48512458801269
2016-01-12,22.81146049499512
2016-01-13,22.22496795654297
2016-01-14,22.71104431152344
2016-01-15,22.16563034057617
2016-01-19,22.05837631225586
2016-01-20,22.088045120239254
2016-01-21,21.976226806640625
2016-01-22,23.14463996887207
2016-01-25,22.692785263061523
2016-01-26,22.818300247192383
2016-01-27,21.31899070739746
2016-01-28,21.471887588500977
2016-01-29,22.21355628967285
2016-02-01,22.00589370727539
2016-02-02,21.560890197753903
2016-02-03,21.98763084411621
2016-02-04,22.164308547973636
2016-02-05,21.57233619689941
2016-02-08,21.79949188232422
2016-02-09,21.79489517211914
2016-02-10,21.629695892333984
2016-02-11,21.498912811279297
2016-02-12,21.565454483032227
2016-02-16,22.17348289489746
2016-02-17,22.513063430786133
2016-02-18,22.086292266845703
2016-02-19,22.035816192626957
2016-02-22,22.228546142578125
2016-02-23,21.7260684967041
2016-02-24,22.049585342407227
2016-02-25,22.20101547241211
2016-02-26,22.235429763793945
2016-02-29,22.184961318969727
2016-03-01,23.06601905822754
2016-03-02,23.11649513244629
2016-03-03,23.2885799407959
2016-03-04,23.63504219055176
2016-03-07,23.37347984313965
2016-03-08,23.180742263793945
2016-03-09,23.201393127441406
2016-03-10,23.21286392211914
2016-03-11,23.46295928955078
2016-03-14,23.522613525390625
2016-03-15,23.99526596069336
2016-03-16,24.314193725585938
2016-03-17,24.275192260742188
2016-03-18,24.302722930908203
2016-03-21,24.30042839050293
2016-03-22,24.486284255981445
2016-03-23,24.350908279418945
2016-03-24,24.245363235473636
2016-03-28,24.135238647460938
2016-03-29,24.706546783447266
2016-03-30,25.137901306152344
2016-03-31,25.00711250305176
2016-04-01,25.23655891418457
2016-04-04,25.495834350585938
2016-04-05,25.19526100158692
2016-04-06,25.45912170410156
2016-04-07,24.903871536254883
2016-04-08,24.93140411376953
2016-04-11,25.01400375366211
2016-04-12,25.33981132507324
2016-04-13,25.706920623779297
2016-04-14,25.720685958862305
2016-04-15,25.204442977905277
2016-04-18,24.6606559753418
2016-04-19,24.52987289428711
2016-04-20,24.58035469055176
2016-04-21,24.314193725585938
2016-04-22,24.24766159057617
2016-04-25,24.10998916625977
2016-04-26,23.94249725341797
2016-04-27,22.44422721862793
2016-04-28,21.758190155029297
2016-04-29,21.508094787597656
2016-05-02,21.48514747619629
2016-05-03,21.83849716186523
2016-05-04,21.611343383789062
2016-05-05,21.523624420166016
2016-05-06,21.40358543395996
2016-05-09,21.41974830627441
2016-05-10,21.56517791748047
2016-05-11,21.35511589050293
2016-05-12,20.85418701171875
2016-05-13,20.895732879638672
2016-05-16,21.671361923217773
2016-05-17,21.581335067749023
2016-05-18,21.82833671569824
2016-05-19,21.745229721069336
2016-05-20,21.980693817138672
2016-05-23,22.260009765625
2016-05-24,22.599346160888672
2016-05-25,22.996395111083984
2016-05-26,23.17875862121582
2016-05-27,23.16490364074707
2016-05-31,23.05179214477539
2016-06-01,22.72861671447754
2016-06-02,22.557796478271484
2016-06-03,22.60396194458008
2016-06-06,22.767858505249023
2016-06-07,22.86019515991211
2016-06-08,22.83942222595215
2016-06-09,23.003318786621097
2016-06-10,22.81402587890625
2016-06-13,22.47007179260254
2016-06-14,22.497774124145508
2016-06-15,22.423904418945312
2016-06-16,22.518552780151367
2016-06-17,22.00608253479004
2016-06-20,21.95298957824707
2016-06-21,22.139970779418945
2016-06-22,22.056867599487305
2016-06-23,22.18383407592773
2016-06-24,21.5605583190918
2016-06-27,21.24662399291992
2016-06-28,21.604419708251957
2016-06-29,21.79140281677246
2016-06-30,22.068408966064453
2016-07-01,22.135353088378903
2016-07-05,21.927595138549805
2016-07-06,22.052249908447266
2016-07-07,22.14689826965332
2016-07-08,22.317720413208008
2016-07-11,22.386972427368164
2016-07-12,22.4885368347168
2016-07-13,22.361574172973636
2016-07-14,22.804792404174805
2016-07-15,22.80248260498047
2016-07-18,23.04487037658692
2016-07-19,23.05410385131836
2016-07-20,23.07487678527832
2016-07-21,22.952531814575195
2016-07-22,22.7747859954834
2016-07-25,22.47007179260254
2016-07-26,22.315412521362305
2016-07-27,23.76509475708008
2016-07-28,24.085956573486328
2016-07-29,24.055953979492188
2016-08-01,24.48069953918457
2016-08-02,24.1182804107666
2016-08-03,24.42068672180176
2016-08-04,24.571535110473636
2016-08-05,24.94520568847656
2016-08-08,25.15177154541016
2016-08-09,25.253890991210938
2016-08-10,25.06589126586914
2016-08-11,25.049650192260746
2016-08-12,25.107669830322266
2016-08-15,25.40938949584961
2016-08-16,25.386180877685547
2016-08-17,25.349044799804688
2016-08-18,25.31654930114746
2016-08-19,25.38154029846192
2016-08-22,25.18426513671875
2016-08-23,25.26317405700684
2016-08-24,25.07285690307617
2016-08-25,24.96609878540039
2016-08-26,24.819873809814453
2016-08-29,24.79202651977539
2016-08-30,24.60171127319336
2016-08-31,24.62491798400879
2016-09-01,24.771137237548828
2016-09-02,25.00322723388672
2016-09-06,24.99627113342285
2016-09-07,25.14944839477539
2016-09-08,24.490306854248047
2016-09-09,23.93560791015625
2016-09-12,24.471742630004883
2016-09-13,25.054292678833008
