Date,V
2013-09-27,45.09418869018555
2013-09-30,44.6386947631836
2013-10-01,45.13389587402344
2013-10-02,44.806888580322266
2013-10-03,44.066402435302734
2013-10-04,44.493873596191406
2013-10-07,43.52447891235352
2013-10-08,42.63683319091797
2013-10-09,42.94518661499024
2013-10-10,44.15516662597656
2013-10-11,44.895633697509766
2013-10-14,45.18528747558594
2013-10-15,44.70176315307617
2013-10-16,45.69684600830078
2013-10-17,46.31585693359375
2013-10-18,46.82274627685547
2013-10-21,46.72696685791016
2013-10-22,46.71295166015625
2013-10-23,46.45835494995117
2013-10-24,47.39738082885742
2013-10-25,47.43239974975586
2013-10-28,47.43708419799805
2013-10-29,47.70804214477539
2013-10-30,47.60992813110352
2013-10-31,45.93978118896485
2013-11-01,46.52140808105469
2013-11-04,45.881378173828125
2013-11-05,46.10329055786133
2013-11-06,46.48872375488281
2013-11-07,45.80663299560547
2013-11-08,46.31819534301758
2013-11-11,46.54711151123047
2013-11-12,46.31352233886719
2013-11-13,46.76058197021485
2013-11-14,46.84716796875
2013-11-15,47.28018951416016
2013-11-18,46.788665771484375
2013-11-19,46.20117568969727
2013-11-20,46.37203598022461
2013-11-21,47.18889236450195
2013-11-22,47.30826950073242
2013-11-25,47.263816833496094
2013-11-26,47.63595199584961
2013-11-27,47.7459602355957
2013-11-29,47.62191390991211
2013-12-02,48.0128059387207
2013-12-03,47.221675872802734
2013-12-04,47.45339584350586
2013-12-05,47.21231842041016
2013-12-06,47.249759674072266
2013-12-09,47.18423461914063
2013-12-10,46.678653717041016
2013-12-11,48.13684844970703
2013-12-12,47.61723327636719
2013-12-13,48.53474807739258
2013-12-16,48.62602615356445
2013-12-17,49.91336441040039
2013-12-18,50.4048957824707
2013-12-19,50.57575607299805
2013-12-20,50.55001068115234
2013-12-23,51.03217697143555
2013-12-24,51.19601821899414
2013-12-26,51.54008865356445
2013-12-27,51.41603088378906
2013-12-30,51.70626449584961
2013-12-31,52.12054443359375
2014-01-02,51.72966766357422
2014-01-03,51.76478958129883
2014-01-06,51.4534797668457
2014-01-07,51.84669494628906
2014-01-08,52.01288604736328
2014-01-09,51.94033050537109
2014-01-10,51.75776672363281
2014-01-13,51.235801696777344
2014-01-14,52.11353302001953
2014-01-15,52.37333679199219
2014-01-16,51.90755844116211
2014-01-17,54.3441276550293
2014-01-21,54.28561019897461
2014-01-22,54.533721923828125
2014-01-23,53.42427062988281
2014-01-24,51.78585052490234
2014-01-27,50.60852813720703
2014-01-28,51.71796798706055
2014-01-29,50.81918716430664
2014-01-30,51.699249267578125
2014-01-31,50.42362594604492
2014-02-03,49.96486282348633
2014-02-04,50.215309143066406
2014-02-05,50.46575164794922
2014-02-06,51.26154708862305
2014-02-07,51.90989685058594
2014-02-10,51.62200546264648
2014-02-11,52.03863906860352
2014-02-12,52.563873291015625
2014-02-13,52.53573989868164
2014-02-14,52.99296188354492
2014-02-18,53.00706100463867
2014-02-19,52.49587631225586
2014-02-20,52.39738464355469
2014-02-21,52.37393569946289
2014-02-24,53.03751754760742
2014-02-25,53.25325775146485
2014-02-26,53.01877212524414
2014-02-27,53.058631896972656
2014-02-28,52.97890090942383
2014-03-03,51.923736572265625
2014-03-04,52.875732421875
2014-03-05,52.24497222900391
2014-03-06,52.491172790527344
2014-03-07,52.88981246948242
2014-03-10,52.875732421875
2014-03-11,53.2696647644043
2014-03-12,53.01642227172852
2014-03-13,51.76898193359375
2014-03-14,51.76665115356445
2014-03-17,52.47243118286133
2014-03-18,53.08910369873047
2014-03-19,52.4818115234375
2014-03-20,52.01285171508789
2014-03-21,52.37628173828125
2014-03-24,51.76195526123047
2014-03-25,51.21091079711914
2014-03-26,50.5731086730957
2014-03-27,50.594234466552734
2014-03-28,49.7313232421875
2014-03-31,50.615333557128906
2014-04-01,50.34333038330078
2014-04-02,50.33394241333008
2014-04-03,50.416011810302734
2014-04-04,48.70195007324219
2014-04-07,47.69601440429688
2014-04-08,47.50374603271485
2014-04-09,48.664432525634766
2014-04-10,47.259883880615234
2014-04-11,46.106231689453125
2014-04-14,47.13326644897461
2014-04-15,47.84610748291016
2014-04-16,49.0911865234375
2014-04-17,48.76057815551758
2014-04-21,49.037254333496094
2014-04-22,49.23423385620117
2014-04-23,48.96456527709961
2014-04-24,49.1005744934082
2014-04-25,46.645538330078125
2014-04-28,47.22940826416016
2014-04-29,47.52250671386719
2014-04-30,47.50843811035156
2014-05-01,48.32443237304688
2014-05-02,47.93285751342773
2014-05-05,48.56831741333008
2014-05-06,48.15325927734375
2014-05-07,48.93644714355469
2014-05-08,49.45230102539063
2014-05-09,49.43118667602539
2014-05-12,49.63988876342773
2014-05-13,49.72430038452149
2014-05-14,49.30142593383789
2014-05-15,48.73525238037109
2014-05-16,49.2896842956543
2014-05-19,49.41889953613281
2014-05-20,48.84567642211914
2014-05-21,49.35781097412109
2014-05-22,49.186317443847656
2014-05-23,49.82061767578125
2014-05-27,50.3914680480957
2014-05-28,50.22703552246094
2014-05-29,50.431419372558594
2014-05-30,50.46900177001953
2014-06-02,50.1612434387207
2014-06-03,49.64442825317383
2014-06-04,49.67026901245117
2014-06-05,49.85585403442383
2014-06-06,50.03909683227539
2014-06-09,49.940425872802734
2014-06-10,50.33274841308594
2014-06-11,49.96392059326172
2014-06-12,49.750125885009766
2014-06-13,49.63737106323242
2014-06-16,49.39070129394531
2014-06-17,49.524600982666016
2014-06-18,49.62797927856445
2014-06-19,49.40950012207031
2014-06-20,49.21451187133789
2014-06-23,49.20981597900391
2014-06-24,48.815128326416016
2014-06-25,49.11348724365234
2014-06-26,49.08999633789063
2014-06-27,49.16517639160156
2014-06-30,49.50112533569336
2014-07-01,50.33274841308594
2014-07-02,50.47134780883789
2014-07-03,50.86369323730469
2014-07-07,50.91771697998047
2014-07-08,50.57002258300781
2014-07-09,50.78145599365234
2014-07-10,50.63580322265625
2014-07-11,50.97880554199219
2014-07-14,51.9255485534668
2014-07-15,52.10174179077149
2014-07-16,52.310821533203125
2014-07-17,51.1855354309082
2014-07-18,51.730560302734375
2014-07-21,51.50032806396485
2014-07-22,51.97957611083984
2014-07-23,51.96548461914063
2014-07-24,52.32726287841797
2014-07-25,50.45491409301758
2014-07-28,50.32570266723633
2014-07-29,50.15657043457031
2014-07-30,50.28811264038086
2014-07-31,49.57160186767578
2014-08-01,49.75953674316406
2014-08-04,49.84176254272461
2014-08-05,49.46117401123047
2014-08-06,49.49641799926758
2014-08-07,49.10878753662109
2014-08-08,49.4423942565918
2014-08-11,49.47056579589844
2014-08-12,49.40479278564453
2014-08-13,49.76491928100586
2014-08-14,50.02147674560547
2014-08-15,49.47304916381836
2014-08-18,50.44514465332031
2014-08-19,50.60519790649414
2014-08-20,50.88764953613281
2014-08-21,50.78173065185547
2014-08-22,50.86176300048828
2014-08-25,50.84529495239258
2014-08-26,51.01239013671875
2014-08-27,51.106544494628906
2014-08-28,50.51103973388672
2014-08-29,50.02147674560547
2014-09-02,50.54165267944336
2014-09-03,50.5816650390625
2014-09-04,50.43101501464844
2014-09-05,50.41925811767578
2014-09-08,50.78644561767578
2014-09-09,50.43572616577149
2014-09-10,51.04769515991211
2014-09-11,50.59342956542969
2014-09-12,50.37923431396485
2014-09-15,50.52045440673828
2014-09-16,51.14654922485352
2014-09-17,50.729942321777344
2014-09-18,50.944129943847656
2014-09-19,50.89942169189453
2014-09-22,50.34157943725586
2014-09-23,50.00735855102539
2014-09-24,50.46633529663086
2014-09-25,49.595462799072266
2014-09-26,49.884952545166016
2014-09-29,49.64722442626953
2014-09-30,50.22153472900391
2014-10-01,49.43069839477539
2014-10-02,49.3624267578125
2014-10-03,49.89673614501953
2014-10-06,49.84966278076172
2014-10-07,48.969356536865234
2014-10-08,49.98381805419922
2014-10-09,48.88933563232422
2014-10-10,48.24676513671875
2014-10-13,48.08200454711914
2014-10-14,47.71482467651367
2014-10-15,47.133445739746094
2014-10-16,47.78073120117188
2014-10-17,48.4868278503418
2014-10-20,48.92227935791016
2014-10-21,50.20742034912109
2014-10-22,49.64487075805664
2014-10-23,50.43572616577149
2014-10-24,50.2474250793457
2014-10-27,50.23095703125
2014-10-28,51.00768280029297
2014-10-29,50.525177001953125
2014-10-30,55.70102310180664
2014-10-31,56.82610321044922
2014-11-03,56.85199737548828
2014-11-04,57.18858337402344
2014-11-05,58.73263168334961
2014-11-06,58.86443328857422
2014-11-07,59.41521072387695
2014-11-10,58.89268112182617
2014-11-11,58.77970886230469
2014-11-12,59.41643524169922
2014-11-13,59.17353057861328
2014-11-14,58.68300628662109
2014-11-17,58.909400939941406
2014-11-18,58.89289855957031
2014-11-19,58.92356872558594
2014-11-20,59.35040283203125
2014-11-21,59.95175552368164
2014-11-24,60.04607391357422
2014-11-25,60.66867446899414
2014-11-26,60.66867446899414
2014-11-28,60.887969970703125
2014-12-01,60.87854766845703
2014-12-02,61.31718826293945
2014-12-03,61.6921501159668
2014-12-04,61.58368682861328
2014-12-05,62.10485458374024
2014-12-08,62.04590606689453
2014-12-09,62.29116439819336
2014-12-10,61.72045516967773
2014-12-11,62.05062103271485
2014-12-12,60.55548477172852
2014-12-15,60.5366096496582
2014-12-16,59.760738372802734
2014-12-17,61.09787368774414
2014-12-18,62.29588317871094
2014-12-19,61.70866012573242
2014-12-22,62.30767822265625
2014-12-23,62.55529022216797
2014-12-24,63.11419296264648
2014-12-26,62.8759994506836
2014-12-29,62.595359802246094
2014-12-30,62.38784408569336
2014-12-31,61.83366012573242
2015-01-02,62.49869155883789
2015-01-05,61.119102478027344
2015-01-06,60.72527313232422
2015-01-07,61.538875579833984
2015-01-08,62.36428451538086
2015-01-09,61.4398193359375
2015-01-12,61.31954193115234
2015-01-13,61.49878692626953
2015-01-14,60.26777267456055
2015-01-15,59.69471740722656
2015-01-16,60.12391662597656
2015-01-20,60.56962585449219
2015-01-21,60.67338943481445
2015-01-22,60.74885559082031
2015-01-23,60.91157531738281
2015-01-26,60.49650955200195
2015-01-27,59.19005584716797
2015-01-28,58.0981674194336
2015-01-29,58.48491287231445
2015-01-30,60.11447143554688
2015-02-02,60.21587753295898
2015-02-03,61.26531600952149
2015-02-04,62.46802520751953
2015-02-05,64.09759521484375
2015-02-06,63.06467819213867
2015-02-09,62.602447509765625
2015-02-10,62.38784408569336
2015-02-11,62.84144592285156
2015-02-12,64.00383758544922
2015-02-13,63.70143127441406
2015-02-17,63.99436950683594
2015-02-18,63.58092880249024
2015-02-19,63.5761947631836
2015-02-20,64.49761199951172
2015-02-23,64.49994659423828
2015-02-24,64.37239837646484
2015-02-25,64.49994659423828
2015-02-26,64.6748046875
2015-02-27,64.09834289550781
2015-03-02,65.74738311767578
2015-03-03,65.04097747802734
2015-03-04,64.6748046875
2015-03-05,64.76456451416016
2015-03-06,63.63291549682617
2015-03-09,64.12432098388672
2015-03-10,62.6548080444336
2015-03-11,62.54850769042969
2015-03-12,63.689579010009766
2015-03-13,62.61465072631836
2015-03-16,63.557315826416016
2015-03-17,62.489444732666016
2015-03-18,63.238372802734375
2015-03-19,63.13677215576172
2015-03-20,63.70379638671875
2015-03-23,63.39194107055664
2015-03-24,63.41083908081055
2015-03-25,62.11615753173828
2015-03-26,61.983848571777344
2015-03-27,61.93659973144531
2015-03-30,62.05001068115234
2015-03-31,61.81373977661133
2015-04-01,61.59638214111328
2015-04-02,61.70034790039063
2015-04-06,61.61528396606445
2015-04-07,62.18230819702149
2015-04-08,62.84383010864258
2015-04-09,62.78711700439453
2015-04-10,62.69260787963867
2015-04-13,62.00274658203125
2015-04-14,61.92716217041016
2015-04-15,62.06890106201172
2015-04-16,62.0405502319336
2015-04-17,60.97266387939453
2015-04-20,61.16168975830078
2015-04-21,61.75704574584961
2015-04-22,64.27079010009766
2015-04-23,63.99676132202149
2015-04-24,63.76991653442383
2015-04-27,63.41083908081055
2015-04-28,63.09895324707031
2015-04-29,63.637638092041016
2015-04-30,62.41858673095703
2015-05-01,62.153934478759766
2015-05-04,61.974388122558594
2015-05-05,62.3335075378418
2015-05-06,62.05944061279297
2015-05-07,62.91941452026367
2015-05-08,65.65052032470703
2015-05-11,65.22525024414062
2015-05-12,64.9134292602539
2015-05-13,64.9891357421875
2015-05-14,66.26712799072266
2015-05-15,65.860107421875
2015-05-18,66.26712799072266
2015-05-19,66.41860961914062
2015-05-20,66.05888366699219
2015-05-21,65.67074584960938
2015-05-22,65.90740203857422
2015-05-26,64.88500213623047
2015-05-27,65.78434753417969
2015-05-28,65.8505859375
2015-05-29,65.01756286621094
2015-06-01,65.42461395263672
2015-06-02,65.35835266113281
2015-06-03,65.27315521240234
2015-06-04,64.5726089477539
2015-06-05,64.72406005859375
2015-06-08,64.07086181640625
2015-06-09,64.32646179199219
2015-06-10,65.91688537597656
2015-06-11,65.92634582519531
2015-06-12,65.63289642333984
2015-06-15,64.91342163085938
2015-06-16,65.32994842529297
2015-06-17,65.08380126953125
2015-06-18,65.79383850097656
2015-06-19,65.02702331542969
2015-06-22,65.40567779541016
2015-06-23,65.71807861328125
2015-06-24,65.1879653930664
2015-06-25,64.96073150634766
2015-06-26,65.08380126953125
2015-06-29,63.162071228027344
2015-06-30,63.56913757324219
2015-07-01,64.23179626464844
2015-07-02,64.60099792480469
2015-07-06,64.48741149902344
2015-07-07,64.15605926513672
2015-07-08,63.17152786254883
2015-07-09,63.47444915771485
2015-07-10,64.77142333984375
2015-07-13,65.81273651123047
2015-07-14,66.36180877685547
2015-07-15,66.28610229492188
2015-07-16,66.8067626953125
2015-07-17,67.10020446777344
2015-07-20,68.82318115234375
2015-07-21,68.17942810058594
2015-07-22,68.1321029663086
2015-07-23,67.9238510131836
2015-07-24,70.8111801147461
2015-07-27,69.92131805419922
2015-07-28,70.75438690185547
2015-07-29,71.9566421508789
2015-07-30,72.3069076538086
2015-07-31,71.32238006591797
2015-08-03,71.72944641113281
2015-08-04,71.2561264038086
2015-08-05,70.98161315917969
2015-08-06,69.65624237060547
2015-08-07,70.25262451171875
2015-08-10,70.41360473632812
2015-08-11,69.4479751586914
2015-08-12,69.7324447631836
2015-08-13,70.10224914550781
2015-08-14,70.37723541259766
2015-08-17,70.55738830566406
2015-08-18,70.61430358886719
2015-08-19,70.54792022705078
2015-08-20,70.12120056152344
2015-08-21,67.5041275024414
2015-08-24,64.82064819335938
2015-08-25,63.50261306762695
2015-08-26,67.0300064086914
2015-08-27,68.65148162841797
2015-08-28,68.70836639404297
2015-08-31,67.60841369628906
2015-09-01,65.38959503173828
2015-09-02,66.01538848876953
2015-09-03,66.75503540039062
2015-09-04,65.57920837402344
2015-09-08,66.8782730102539
2015-09-09,65.99642181396484
2015-09-10,66.59383392333984
2015-09-11,67.09638977050781
2015-09-14,66.38520050048828
2015-09-15,66.85930633544922
2015-09-16,67.314453125
2015-09-17,67.28602600097656
2015-09-18,66.17658996582031
2015-09-21,67.11532592773438
2015-09-22,66.61278533935547
2015-09-23,67.27655029296875
2015-09-24,66.6032943725586
2015-09-25,67.0300064086914
2015-09-28,63.72069549560547
2015-09-29,64.98184204101562
2015-09-30,66.05333709716797
2015-10-01,66.36624145507812
2015-10-02,67.01103210449219
2015-10-05,68.49026489257812
2015-10-06,68.34803771972656
2015-10-07,69.42900085449219
2015-10-08,70.07381439208984
2015-10-09,70.1496353149414
2015-10-12,71.10736846923828
2015-10-13,71.1168441772461
2015-10-14,70.3582534790039
2015-10-15,71.43924713134766
2015-10-16,72.0650863647461
2015-10-19,73.00384521484375
2015-10-20,72.33060455322266
2015-10-21,71.55303955078125
2015-10-22,72.46331787109375
2015-10-23,73.07966613769531
2015-10-26,74.13221740722656
2015-10-27,73.50636291503906
2015-10-28,74.78646850585938
2015-10-29,74.44512176513672
2015-10-30,73.56328582763672
2015-11-02,71.32546997070312
2015-11-03,73.8667221069336
2015-11-04,74.29340362548828
2015-11-05,75.15628814697266
2015-11-06,74.67268371582031
2015-11-09,73.99944305419922
2015-11-10,75.50035858154297
2015-11-11,75.21537017822266
2015-11-12,74.38893127441406
2015-11-13,74.19892883300781
2015-11-16,74.94940185546875
2015-11-17,74.88288116455078
2015-11-18,76.43128204345703
2015-11-19,76.13680267333984
2015-11-20,76.17479705810547
2015-11-23,76.09881591796875
2015-11-24,75.7948226928711
2015-11-25,75.57633209228516
2015-11-27,75.84232330322266
2015-11-30,75.05387115478516
2015-12-01,75.90882110595703
2015-12-02,75.0823745727539
2015-12-03,74.36993408203125
2015-12-04,76.37429809570312
2015-12-07,75.56682586669922
2015-12-08,75.11087036132812
2015-12-09,73.98043823242188
2015-12-10,74.20843505859375
2015-12-11,72.29908752441406
2015-12-14,73.02104187011719
2015-12-15,74.68341064453125
2015-12-16,75.86129760742188
2015-12-17,74.74990844726562
2015-12-18,72.49858856201172
2015-12-21,73.30599975585938
2015-12-22,73.50550079345703
2015-12-23,74.62639617919922
2015-12-24,74.3414077758789
2015-12-28,74.5979232788086
2015-12-29,75.24388122558594
2015-12-30,74.42692565917969
2015-12-31,73.6669921875
2016-01-04,71.90959930419922
2016-01-05,72.45106506347656
2016-01-06,71.50115966796875
2016-01-07,70.09526824951172
2016-01-08,69.23079681396484
2016-01-11,70.21875762939453
2016-01-12,71.01666259765625
2016-01-13,69.4397964477539
2016-01-14,70.10476684570312
2016-01-15,68.23338317871094
2016-01-19,67.81542205810547
2016-01-20,67.1409912109375
2016-01-21,67.97689056396484
2016-01-22,69.05982208251953
2016-01-25,68.14790344238281
2016-01-26,68.28087615966797
2016-01-27,67.35946655273438
2016-01-28,65.85858154296875
2016-01-29,70.76018524169922
2016-02-01,70.65572357177734
2016-02-02,69.72478485107422
2016-02-03,70.65572357177734
2016-02-04,69.99075317382812
2016-02-05,67.95790100097656
2016-02-08,64.37667846679688
2016-02-09,64.90864562988281
2016-02-10,66.63752746582031
2016-02-11,65.0416259765625
2016-02-12,66.89398956298828
2016-02-16,67.53994750976562
2016-02-17,68.5583724975586
2016-02-18,67.80644226074219
2016-02-19,68.08247375488281
2016-02-22,69.53873443603516
2016-02-23,68.67257690429688
2016-02-24,68.38703155517578
2016-02-25,69.73861694335938
2016-02-26,69.22463989257812
2016-02-29,68.90103912353516
2016-03-01,71.04254150390625
2016-03-02,70.71896362304688
2016-03-03,70.34776306152344
2016-03-04,70.33824157714844
2016-03-07,68.47272491455078
2016-03-08,67.21634674072266
2016-03-09,67.2734375
2016-03-10,66.83561706542969
2016-03-11,68.17766571044922
2016-03-14,68.04438781738281
2016-03-15,68.44416809082031
2016-03-16,68.88197326660156
2016-03-17,69.61487579345703
2016-03-18,70.22401428222656
2016-03-21,70.21452331542969
2016-03-22,69.44354248046875
2016-03-23,70.34776306152344
2016-03-24,70.56670379638672
2016-03-28,70.50957489013672
2016-03-29,71.74689483642578
2016-03-30,73.07943725585938
2016-03-31,72.79390716552734
2016-04-01,73.85039520263672
2016-04-04,74.07882690429688
2016-04-05,73.2602767944336
2016-04-06,74.44051361083984
2016-04-07,73.84088134765625
2016-04-08,74.26921081542969
2016-04-11,74.06929779052734
2016-04-12,74.73555755615234
2016-04-13,75.86824035644531
2016-04-14,76.45832824707031
2016-04-15,76.22038269042969
2016-04-18,77.52436828613281
2016-04-19,76.85810089111328
2016-04-20,77.23883056640625
2016-04-21,76.89615631103516
2016-04-22,75.297119140625
2016-04-25,74.37388610839844
2016-04-26,74.74508666992188
2016-04-27,74.9639892578125
2016-04-28,73.9360580444336
2016-04-29,73.51725006103516
2016-05-02,74.67847442626953
2016-05-03,73.46968841552734
2016-05-04,73.35546875
2016-05-05,73.6314697265625
2016-05-06,73.97413635253906
2016-05-09,74.45001983642578
2016-05-10,75.38279724121094
2016-05-11,73.70467376708984
2016-05-12,74.26719665527344
2016-05-13,73.25653076171875
2016-05-16,74.18138885498047
2016-05-17,73.21837615966797
2016-05-18,73.82860565185547
2016-05-19,73.30419158935547
2016-05-20,74.05744171142578
2016-05-23,73.61886596679688
2016-05-24,75.68791961669922
2016-05-25,75.38278198242188
2016-05-26,75.3255844116211
2016-05-27,75.95490264892578
2016-05-31,75.26839447021484
2016-06-01,75.53532409667969
2016-06-02,76.23140716552734
2016-06-03,76.22187805175781
2016-06-06,76.79396057128906
2016-06-07,76.85115814208984
2016-06-08,77.85233306884766
2016-06-09,77.48046875
2016-06-10,76.45069122314453
2016-06-13,74.75349426269531
2016-06-14,74.91559600830078
2016-06-15,74.53419494628906
2016-06-16,74.70581817626953
2016-06-17,73.4090576171875
2016-06-20,73.74279022216797
2016-06-21,73.73326873779297
2016-06-22,72.97047424316406
2016-06-23,74.5914077758789
2016-06-24,71.55928802490234
2016-06-27,69.9288330078125
2016-06-28,71.6642074584961
2016-06-29,73.17073059082031
2016-06-30,70.7202377319336
2016-07-01,71.01581573486328
2016-07-05,71.19696807861328
2016-07-06,70.6153793334961
2016-07-07,71.04441833496094
2016-07-08,72.86560821533203
2016-07-11,72.9609146118164
2016-07-12,73.87628173828125
2016-07-13,73.8572006225586
2016-07-14,74.50560760498047
2016-07-15,74.65813446044922
2016-07-18,74.66769409179688
2016-07-19,75.05862426757812
2016-07-20,75.6688461303711
2016-07-21,75.12533569335938
2016-07-22,76.19325256347656
2016-07-25,75.26839447021484
2016-07-26,74.83932495117188
2016-07-27,74.87744903564453
2016-07-28,75.50675201416016
2016-07-29,74.41978454589844
2016-08-01,74.62000274658203
2016-08-02,74.6390609741211
2016-08-03,75.049072265625
2016-08-04,75.78327178955078
2016-08-05,76.4125747680664
2016-08-08,76.23140716552734
2016-08-09,76.33628845214844
2016-08-10,75.97396850585938
2016-08-11,76.39351654052734
2016-08-12,76.29814910888672
2016-08-15,77.14676666259766
2016-08-16,77.05140686035156
2016-08-17,77.21377563476562
2016-08-18,76.6693344116211
2016-08-19,76.8603744506836
2016-08-22,77.42389678955078
2016-08-23,77.17557525634766
2016-08-24,76.6884536743164
2016-08-25,76.71712493896484
2016-08-26,76.95589447021484
2016-08-29,77.24243927001953
2016-08-30,77.52898406982422
2016-08-31,77.2710952758789
2016-09-01,77.65312957763672
2016-09-02,78.32176208496094
2016-09-06,78.82797241210938
2016-09-07,79.5061264038086
2016-09-08,79.24826049804688
2016-09-09,77.68180847167969
2016-09-12,79.24826049804688
2016-09-13,78.21668243408203
2016-09-14,77.8346176147461
2016-09-15,78.331298828125
